id    source    source_cleaned    popularity
999    aterronar    aterronar    18
1000    aterrizar    aterrizar    2280
1001    aterrizaje    aterrizaje    625
1002    aterrar    aterrar    402
1003    aterramiento    aterramiento    26
1004    aterraje    aterraje    22
1005    aterrajar    aterrajar    62
1006    aterradora    aterradora    230
1007    aterrador    aterrador    590
1008    aterrada    aterrada    175
1009    ateroma    ateroma    43
1010    aternerda    aternerda    14
1011    aternerao    aternerao    14
1012    aterirse    aterirse    44
1013    aterino    aterino    13
1014    aterimiento    aterimiento    17
1015    aterido    aterido    128
1016    aterida    aterida    68
1017    aterciopelado    aterciopelado    153
1018    aterciopelada    aterciopelada    109
1019    atercianado    atercianado    16
1020    atercianada    atercianada    15
1021    atepocate    atepocate    17
1022    ateperetarse    ateperetarse    7
1023    ateo    ateo    450
1024    atenuar    atenuar    346
1025    atenuante    atenuante    128
1026    atenuación    atenuacion    88
1027    atento    atento    917
1028    atentatorio    atentatorio    20
1029    atentatoria    atentatoria    23
1030    atentar    atentar    514
1031    atentamente    atentamente    1771
1032    atentado    atentado    769
1033    atentadamente    atentadamente    76
1034    atentada    atentada    47
1035    atentación    atentacion    41
1036    atenta    atenta    478
1037    ateniense    ateniense    75
1038    atener    atener    344
1039    ateneo    ateneo    151
1040    atendible    atendible    68
1041    atender    atender    3156
1042    atencioso    atencioso    33
1043    atención    atencion    1530
1044    atenazar    atenazar    110
1045    Atenas    atenas    99
1046    atenacear    atenacear    30
1047    atemporalidad    atemporalidad    24
1048    atemporal    atemporal    75
1049    atemporado    atemporado    18
1050    atemporada    atemporada    16
1051    atemperar    atemperar    95
1052    atemperación    atemperacion    14
1053    atempar    atempar    28
1054    atempa    atempa    17
1055    atemorizar    atemorizar    371
1056    atembado    atembado    20
1057    atelaje    atelaje    29
1058    atejonarse    atejonarse    14
1059    atediar    atediar    41
1060    atediante    atediante    44
1061    ateísta    ateista    30
1062    ateísmo    ateismo    50
1063    ate    ate    1844
1064    ataxica    ataxica    5
1065    ataxia    ataxia    48
1066    atavismo    atavismo    43
1067    ataviar    ataviar    199
1068    ataviado    ataviado    0
1069    ataviada    ataviada    107
1070    atavío    atavio    191
1071    ataujiado    ataujiado    10
1072    ataujiada    ataujiada    8
1073    ataujía    ataujia    12
1074    ataudado    ataudado    16
1075    ataudada    ataudada    21
1076    atasco    atasco    541
1077    atascar    atascar    659
1078    atascamiento    atascamiento    40
1079    atascadero    atascadero    209
1080    atasajar    atasajar    27
1081    atasajado    atasajado    18
1082    atasajada    atasajada    14
1083    atarugar    atarugar    17
1084    atarugado    atarugado    10
1085    atarugada    atarugada    17
1086    atarraya    atarraya    74
1087    atarrajar    atarrajar    16
1088    atarragar    atarragar    17
1089    atarraga    atarraga    15
1090    atarquinar    atarquinar    15
1091    atarjea    atarjea    26
1092    atarear    atarear    141
1093    atareado    atareado    202
1094    atareada    atareada    173
1095    atardecer    atardecer    1582
1096    atarazar    atarazar    21
1097    atarazana    atarazana    0
1098    ataranza    ataranza    19
1099    atarantar    atarantar    73
1100    atarantado    atarantado    77
1101    atarantada    atarantada    53
1102    ataracear    ataracear    34
1103    ataracea    ataracea    36
1104    atar    atar    1993
1105    ataquizar    ataquizar    22
1106    ataquiza    ataquiza    36
1107    ataque    ataque    928
1108    atapuzar    atapuzar    25
1109    atanquía    atanquia    17
1110    atanor    atanor    118
1111    atanasia    atanasia    24
1112    atamiento    atamiento    36
1113    atalayar    atalayar    41
1114    atalayadora    atalayadora    17
1115    atalayador    atalayador    23
1116    atalaya    atalaya    287
1117    atalaje    atalaje    47
1118    atalajar    atalajar    25
1119    atajo    atajo    429
1120    atajia    atajia    21
1121    atajea    atajea    26
1122    atajasolaces    atajasolaces    22
1123    atajar    atajar    445
1124    atajador    atajador    25
1125    atajadizo    atajadizo    22
1126    atajadero    atajadero    14
1127    ataire    ataire    19
1128    atairar    atairar    9
1129    ataiforico    ataiforico    11
1130    ataifor    ataifor    28
1131    atahorma    atahorma    12
1132    atahona    atahona    17
1133    ataharre    ataharre    17
1134    ataguía    ataguia    33
1135    atafetanado    atafetanado    11
1136    atafetanada    atafetanada    16
1137    atafagar    atafagar    20
1138    atadura    atadura    316
1139    atadora    atadora    26
1140    atador    atador    32
1141    atado    atado    844
1142    atadito    atadito    49
1143    atadita    atadita    17
1144    atadijo    atadijo    23
1145    atadero    atadero    21
1146    ataderas    ataderas    24
1147    atada    atada    400
1148    atacola    atacola    25
1149    atacir    atacir    29
1150    atachar    atachar    67
1151    ataché    atache    24
1152    atacar    atacar    1281
1153    atacante    atacante    120
1154    atacamita    atacamita    16
1155    atacamiento    atacamiento    17
1156    atacadura    atacadura    11
1157    atacador    atacador    50
1158    atacado    atacado    181
1159    atacadera    atacadera    23
1160    atacada    atacada    118
1161    atacable    atacable    27
1162    atable    atable    29
1163    atablar    atablar    15
1164    atabladera    atabladera    13
1165    atabillar    atabillar    19
1166    atabernado    atabernado    18
1167    atabernada    atabernada    10
1168    atabardillado    atabardillado    12
1169    atabardillada    atabardillada    8
1170    atabanado    atabanado    11
1171    atabanada    atabanada    18
1172    atabalero    atabalero    16
1173    "atabalejo, atabalete, atabalillo"    "atabalejo atabalete atabalillo"    12
1174    atabalear    atabalear    49
1175    atabal    atabal    105
1176    atabacado    atabacado    20
1177    atabacada    atabacada    29
1178    atabaca    atabaca    109
1179    ataúd    ataud    1000
1180    atañer    ataner    285
1181    atún    atun    1571
1182    atóxico    atoxico    8
1183    atónito    atonito    541
1184    atómico    atomico    54
1185    atípico    atipico    105
1186    atáxico    ataxico    21
1187    asusto    asusto    421
1188    asustar    asustar    2944
1189    asustadizo    asustadizo    210
1190    asustadiza    asustadiza    86
1191    asuso    asuso    55
1192    asurcar    asurcar    23
1193    asurcano    asurcano    17
1194    asurcana    asurcana    21
1195    asurarse    asurarse    25
1196    asurar    asurar    64
1197    asuramiento    asuramiento    21
1198    asunto    asunto    4948
1199    Asunción    asuncion    485
1200    asuncena    asuncena    52
1201    asunceño    asunceno    24
1202    asumir    asumir    1340
1203    asueto    asueto    200
1204    astuto    astuto    817
1205    astutamente    astutamente    46
1206    astuta    astuta    322
1207    asturión    asturion    27
1208    astucia    astucia    605
1209    astroso    astroso    79
1210    astronomica    astronomica    37
1211    astronoma    astronoma    49
1212    astronomía    astronomia    120
1213    astronavegación    astronavegacion    18
1214    astronave    astronave    88
1215    astronauta    astronauta    291
1216    astronómico    astronomico    64
1217    astronómicamente    astronomicamente    17
1218    astronáutica    astronautica    0
1219    astrología    astrologia    64
1220    astrolabio    astrolabio    88
1221    "astrológico, ca, astrólogo, ga"    "astrologico ca astrologo ga"    29
1222    astroite    astroite    29
1223    astrografía    astrografia    17
1224    astrofisica    astrofisica    0
1225    astrofísico    astrofisico    32
1226    astrofísica    astrofisica    74
1227    astrobiología    astrobiologia    11
1228    astro    astro    477
1229    astringir    astringir    47
1230    astringente    astringente    45
1231    astringencia    astringencia    24
1232    astrilla    astrilla    27
1233    astrifera    astrifera    8
1234    astricto    astricto    8
1235    astrictivo    astrictivo    9
1236    astrictiva    astrictiva    10
1237    astricta    astricta    10
1238    astricción    astriccion    15
1239    astreñir    astrenir    13
1240    astrancia    astrancia    22
1241    astral    astral    122
1242    astracanada    astracanada    25
1243    astracán    astracan    47
1244    astrónomo    astronomo    102
1245    astrólogo    astrologo    50
1246    astrífero    astrifero    8
1247    astrágalo    astragalo    34
1248    astillero    astillero    297
1249    astillejos    astillejos    11
1250    astillazo    astillazo    14
1251    astillar    astillar    142
1252    astilla    astilla    499
1253    astilico    astilico    15
1254    astilejos    astilejos    15
