id    source    source_cleaned    popularity
30630    estoraque    estoraque    28
30631    estorbador    estorbador    47
30632    estorbadora    estorbadora    16
30633    estorbar    estorbar    900
30634    estorbo    estorbo    587
30635    estornija    estornija    8
30636    estornino    estornino    43
30637    estornudar    estornudar    1548
30638    estornutatorio    estornutatorio    13
30639    estotra    estotra    20
30640    estotro    estotro    24
30641    estovar    estovar    124
30642    estrépito    estrepito    447
30643    estrés    estres    1219
30644    estría    estria    126
30645    estróbilo    estrobilo    16
30646    estrógeno    estrogeno    55
30647    estrabismo    estrabismo    109
30648    estracilla    estracilla    42
30649    estrada    estrada    352
30650    estradiota    estradiota    31
30651    estradiote    estradiote    18
30652    estrado    estrado    445
30653    estrafalaria    estrafalaria    158
30654    estrafalariamente    estrafalariamente    19
30655    estrafalario    estrafalario    193
30656    estragón    estragon    129
30657    estragadamente    estragadamente    18
30658    estragador    estragador    30
30659    estragadora    estragadora    15
30660    estragamiento    estragamiento    13
30661    estragar    estragar    225
30662    estrago    estrago    538
30663    estrambótico    estrambotico    105
30664    estrambosidad    estrambosidad    10
30665    estrambote    estrambote    34
30666    estrambotica    estrambotica    0
30667    estramonio    estramonio    32
30668    estrangol    estrangol    127
30669    estrangul    estrangul    26
30670    estrangulación    estrangulacion    32
30671    estrangulada    estrangulada    40
30672    estrangulado    estrangulado    50
30673    estrangulador    estrangulador    48
30674    estrangulamiento    estrangulamiento    54
30675    estrangular    estrangular    126
30676    estraperlo    estraperlo    72
30677    estrapontina    estrapontina    14
30678    estratégico    estrategico    117
30679    estratagema    estratagema    142
30680    estrategia    estrategia    508
30681    estrategica    estrategica    151
30682    estratificación    estratificacion    57
30683    estratificar    estratificar    51
30684    estratiforme    estratiforme    19
30685    estrato    estrato    323
30686    estratosfera    estratosfera    37
30687    estrave    estrave    36
30688    estraza    estraza    100
30689    estrazar    estrazar    34
30690    estreñido    estrenido    160
30691    estreñimiento    estrenimiento    322
30692    estreñir    estrenir    71
30693    estrecha    estrecha    1180
30694    estrechamente    estrechamente    292
30695    estrechamiento    estrechamiento    75
30696    estrechar    estrechar    639
30697    estrechez    estrechez    244
30698    estrecho    estrecho    1540
30699    estrechura    estrechura    0
30700    estregadera    estregadera    46
30701    estregadero    estregadero    32
30702    estregadura    estregadura    36
30703    estregamiento    estregamiento    33
30704    estregar    estregar    104
30705    estrellón    estrellon    51
30706    estrella    estrella    3657
30707    estrellada    estrellada    251
30708    estrelladera    estrelladera    56
30709    estrelladero    estrelladero    39
30710    estrellado    estrellado    271
30711    estrellamar    estrellamar    45
30712    estrellar    estrellar    763
30713    estrellato    estrellato    89
30714    estrellera    estrellera    36
30715    estremecedor    estremecedor    176
30716    estremecedora    estremecedora    115
30717    estremecer    estremecer    1295
30718    estremecimiento    estremecimiento    344
30719    estremiche    estremiche    32
30720    estrena    estrena    301
30721    estrenar    estrenar    1609
30722    estrenida    estrenida    75
30723    estreno    estreno    1582
30724    estrenque    estrenque    35
30725    estrenua    estrenua    29
30726    estrenuidad    estrenuidad    33
30727    estrenuo    estrenuo    37
30728    estrepa    estrepa    25
30729    estrepilla    estrepilla    20
30730    estrepitarse    estrepitarse    27
30731    estrepitosa    estrepitosa    92
30732    estrepitosamente    estrepitosamente    206
30733    estrepitoso    estrepitoso    148
30734    estreptococo    estreptococo    40
30735    estreptomicina    estreptomicina    39
30736    estresante    estresante    310
30737    estriadura    estriadura    27
30738    estriar    estriar    95
30739    estribadero    estribadero    28
30740    estribar    estribar    248
30741    estribería    estriberia    18
30742    estriberón    estriberon    25
30743    estribera    estribera    20
30744    estribillo    estribillo    487
30745    estribo    estribo    698
30746    estribor    estribor    175
30747    estribordarios    estribordarios    23
30748    estricnina    estricnina    34
30749    "estricote (Al)"    "estricote al"    26
30750    estricta    estricta    231
30751    estrictamente    estrictamente    154
30752    estricto    estricto    548
30753    estridente    estridente    305
30754    estridor    estridor    45
30755    estrige    estrige    36
30756    estrigila    estrigila    30
30757    estringa    estringa    37
30758    estripar    estripar    98
30759    estriptís    estriptis    34
30760    estriptise    estriptise    85
30761    estrobilífero    estrobilifero    23
30762    estrobilifera    estrobilifera    29
30763    estroboscopio    estroboscopio    60
30764    estrofa    estrofa    694
30765    estronciana    estronciana    26
30766    estroncio    estroncio    50
30767    estropajear    estropajear    104
30768    estropajo    estropajo    301
30769    estropajosa    estropajosa    45
30770    estropajosamente    estropajosamente    27
30771    estropajoso    estropajoso    27
30772    estropalina    estropalina    24
30773    estropeada    estropeada    211
30774    estropeado    estropeado    0
30775    estropeamiento    estropeamiento    39
30776    estropear    estropear    992
30777    estropecillo    estropecillo    20
30778    estropeo    estropeo    90
30779    estropicio    estropicio    136
30780    estrovo    estrovo    44
30781    estruchón    estruchon    22
30782    estruchona    estruchona    27
30783    estructura    estructura    697
30784    estructurar    estructurar    150
30785    estruendo    estruendo    669
30786    estruendosa    estruendosa    126
30787    estruendoso    estruendoso    119
30788    estrujón    estrujon    54
30789    estrujadura    estrujadura    42
30790    estrujamiento    estrujamiento    32
30791    estrujar    estrujar    494
30792    estrupador    estrupador    76
30793    estrupar    estrupar    76
30794    estuante    estuante    109
30795    estuario    estuario    190
30796    estucador    estucador    71
30797    estucar    estucar    84
30798    estuche    estuche    903
30799    estuco    estuco    123
30800    estudiador    estudiador    129
30801    estudiantón    estudianton    25
30802    estudiantazo    estudiantazo    67
30803    estudiante    estudiante    1882
30804    estudiantil    estudiantil    693
30805    estudiantillo    estudiantillo    58
30806    estudiantina    estudiantina    86
30807    estudiantino    estudiantino    41
30808    estudiar    estudiar    4705
30809    estudio    estudio    1906
30810    estudiosa    estudiosa    244
30811    estudiosamente    estudiosamente    57
30812    estudioso    estudioso    564
30813    estufa    estufa    2208
30814    estufador    estufador    70
30815    estufar    estufar    89
30816    estufero    estufero    29
30817    estufilla    estufilla    28
30818    estulta    estulta    35
30819    estultamente    estultamente    26
30820    estulticia    estulticia    61
30821    estulto    estulto    47
30822    estuosa    estuosa    32
30823    estuosidad    estuosidad    22
30824    estuoso    estuoso    21
30825    estupefacción    estupefaccion    71
30826    estupefacientes    estupefacientes    188
30827    estupefactiva    estupefactiva    30
30828    estupefactivo    estupefactivo    40
30829    estupefacto    estupefacto    228
30830    estupenda    estupenda    400
30831    estupendamente    estupendamente    286
30832    estupendo    estupendo    1297
30833    estúpida    estupida    410
30834    estupidez    estupidez    294
30835    estupor    estupor    281
30836    estuprador    estuprador    23
30837    estuprar    estuprar    38
30838    estupro    estupro    83
30839    estuque    estuque    14
30840    esturar    esturar    80
30841    esturión    esturion    81
30842    esviaje    esviaje    19
30843    etéreo    etereo    114
30844    "etíope, etiópico, ca, etiopio, a"    "etiope etiopico ca etiopio a"    7
30845    "etólico, ca or etolio, lia"    "etolico ca or etolio lia"    18
30846    etanún    etanun    17
30847    etapa    etapa    2229
30848    etcétera    etcetera    538
30849    eterea    eterea    108
30850    eterióscopo    eterioscopo    16
30851    eterización    eterizacion    22
30852    eterizar    eterizar    27
30853    eterna    eterna    320
30854    eternal    eternal    566
30855    eternamente    eternamente    202
30856    eternidad    eternidad    240
30857    eternizar    eternizar    95
30858    eterno    eterno    455
30859    eteromancia    eteromancia    10
30860    etiópide    etiopide    7
30861    etica    etica    0
30862    etileno    etileno    29
30863    etilo    etilo    32
30864    etimológicamente    etimologicamente    54
30865    etimológico    etimologico    25
30866    etimología    etimologia    110
30867    etimologica    etimologica    0
30868    etimologista    etimologista    14
30869    etiqueta    etiqueta    1220
30870    etiquetado    etiquetado    188
30871    etiquetar    etiquetar    295
30872    etiquetera    etiquetera    21
30873    etiquetero    etiquetero    22
30874    etites    etites    12
30875    etmoides    etmoides    18
30876    etnógrafo    etnografo    76
30877    etnia    etnia    311
30878    etnica    etnica    113
30879    etnográfico    etnografico    28
30880    etnografía    etnografia    43
30881    etnografica    etnografica    15
30882    etnología    etnologia    0
30883    etografía    etografia    21
30884    etrusca    etrusca    20
30885    etrusco    etrusco    36
30886    eubolia    eubolia    15
30887    eucalipto    eucalipto    157
30888    eucarístico    eucaristico    29
30889    Eucaristía    eucaristia    108
30890    eucaristica    eucaristica    33
30891    euclorina    euclorina    35
30892    eucologio    eucologio    27
30893    eucologo    eucologo    13
30894    eucrático    eucratico    13
30895    eucrasia    eucrasia    19
30896    eucratica    eucratica    26
30897    eudiómetro    eudiometro    20
30898    eudiometría    eudiometria    17
30899    eufónico    eufonico    13
30900    eufórico    euforico    133
30901    eufemismo    eufemismo    138
30902    eufonía    eufonia    25
30903    eufonica    eufonica    31
30904    eufono    eufono    30
30905    euforbio    euforbio    25
30906    euforia    euforia    196
30907    eufrasia    eufrasia    20
30908    eugenesia    eugenesia    68
30909    eumenes    eumenes    21
30910    eunuco    eunuco    155
30911    eupatorio    eupatorio    16
30912    euritmia    euritmia    26
30913    euro    euro    486
30914    eurodiputada    eurodiputada    21
30915    eurodiputado    eurodiputado    29
30916    Europa    europa    514
30917    europea    europea    241
30918    europeo    europeo    193
30919    euscara    euscara    23
30920    eutanasia    eutanasia    226
30921    eutaxia    eutaxia    19
30922    eutiquiana    eutiquiana    12
30923    eutiquiano    eutiquiano    8
30924    "eutrapélico, ca, eutropélico, ca"    "eutrapelico ca eutropelico ca"    11
30925    eutrapelia    eutrapelia    24
30926    eutropelia    eutropelia    17
30927    evacuación    evacuacion    82
30928    evacuante    evacuante    19
30929    evacuar    evacuar    124
30930    evacuativa    evacuativa    20
30931    evacuativo    evacuativo    9
30932    evacuatoria    evacuatoria    19
30933    evacuatorio    evacuatorio    15
30934    evadir    evadir    353
30935    evagación    evagacion    19
30936    evainador    evainador    6
30937    evainadora    evainadora    8
30938    evalúo    evaluo    57
30939    evaluación    evaluacion    347
30940    evaluar    evaluar    425
30941    evangélicamente    evangelicamente    7
30942    evangélico    evangelico    0
30943    evangelica    evangelica    91
30944    evangelio    evangelio    321
30945    evangelismo    evangelismo    55
30946    evangelista    evangelista    64
30947    evangelistero    evangelistero    9
30948    evangelizar    evangelizar    86
30949    evaporable    evaporable    19
30950    evaporación    evaporacion    37
30951    evaporada    evaporada    55
30952    evaporado    evaporado    24
30953    evaporar    evaporar    82
30954    evaporatorio    evaporatorio    8
30955    evaporizar    evaporizar    13
30956    evasión    evasion    292
30957    evasiva    evasiva    57
30958    evasivamente    evasivamente    14
30959    evasivo    evasivo    55
30960    evata    evata    22
30961    evección    eveccion    96
30962    evento    evento    764
30963    eventración    eventracion    72
30964    eventual    eventual    356
30965    eventualidad    eventualidad    178
30966    eventualmente    eventualmente    321
30967    eversión    eversion    83
30968    evicción    eviccion    86
30969    evidencia    evidencia    339
30970    evidenciar    evidenciar    239
30971    evidente    evidente    393
30972    evidentemente    evidentemente    151
30973    evilasa    evilasa    66
30974    evisceración    evisceracion    19
30975    eviscerar    eviscerar    29
30976    evitable    evitable    156
30977    evitación    evitacion    68
30978    evitada    evitada    30
30979    evitado    evitado    93
30980    evitar    evitar    5247
30981    eviterna    eviterna    17
30982    eviterno    eviterno    14
30983    evo    evo    76
30984    evocación    evocacion    164
30985    evocar    evocar    500
30986    evolución    evolucion    347
30987    evolucionar    evolucionar    271
30988    evoluta    evoluta    22
30989    evolutiva    evolutiva    47
30990    evolutivo    evolutivo    75
30991    evulsión    evulsion    30
30992    ex    ex    555
30993    "ex abrupto"    "ex abrupto"    74
30994    "ex cáthedra"    "ex cathedra"    25
30995    "ex diámetro"    "ex diametro"    14
30996    "ex profeso"    "ex profeso"    93
30997    exágono    exagono    31
30998    exámetro    exametro    30
30999    exángulo    exangulo    23
31000    exánime    exanime    47
31001    exápodo    exapodo    31
31002    exégesis    exegesis    149
31003    exótico    exotico    212
31004    exacción    exaccion    86
31005    exacerbación    exacerbacion    74
31006    exacerbar    exacerbar    137
31007    exacta    exacta    210
31008    exactamente    exactamente    499
31009    exactitud    exactitud    254
31010    exacto    exacto    0
31011    exactor    exactor    51
31012    exactora    exactora    24
31013    exageración    exageracion    173
31014    exageradamente    exageradamente    78
31015    exagerado    exagerado    465
31016    exagerador    exagerador    37
31017    exageradora    exageradora    34
31018    exagerante    exagerante    45
31019    exagerar    exagerar    426
31020    exagerativa    exagerativa    27
31021    exagerativamente    exagerativamente    25
31022    exagerativo    exagerativo    31
31023    exagona    exagona    27
31024    exaltación    exaltacion    186
31025    exaltada    exaltada    79
31026    exaltado    exaltado    153
31027    exaltar    exaltar    289
31028    examen    examen    2043
31029    examinación    examinacion    183
31030    examinada    examinada    50
31031    examinado    examinado    87
31032    examinador    examinador    53
31033    examinadora    examinadora    23
31034    examinando    examinando    43
31035    examinante    examinante    23
31036    examinar    examinar    0
31037    exangula    exangula    18
31038    exanimación    exanimacion    42
31039    "exantemático, ca or exantematoso, sa"    "exantematico ca or exantematoso sa"    21
31040    exantema    exantema    37
31041    exantropía    exantropia    21
31042    exapoda    exapoda    20
31043    exarcado    exarcado    27
31044    exarco    exarco    25
31045    exasperación    exasperacion    35
31046    exasperada    exasperada    56
31047    exasperado    exasperado    71
31048    exasperante    exasperante    43
31049    exasperar    exasperar    125
31050    exastilo    exastilo    25
31051    excéntrica    excentrica    131
31052    excéntricamente    excentricamente    15
31053    excéntrico    excentrico    253
31054    excandecer    excandecer    54
31055    excandencencia    excandencencia    33
31056    excarcelación    excarcelacion    55
31057    excarcelada    excarcelada    48
31058    excarcelado    excarcelado    26
31059    excarcelar    excarcelar    34
31060    excava    excava    59
31061    excavacion    excavacion    262
31062    excavador    excavador    54
31063    excavadora    excavadora    107
31064    excavar    excavar    296
31065    excavillo    excavillo    14
31066    excedencia    excedencia    95
31067    excedente    excedente    318
31068    exceder    exceder    418
31069    excelencia    excelencia    239
31070    excelentísimo    excelentisimo    0
31071    excelente    excelente    872
31072    excelentemente    excelentemente    51
31073    excelentisima    excelentisima    31
31074    excelsa    excelsa    77
31075    excelsamente    excelsamente    19
31076    excelsitud    excelsitud    30
31077    excelso    excelso    104
31078    excentrica    excentrica    0
31079    excentricidad    excentricidad    69
31080    excepción    excepcion    380
31081    excepcional    excepcional    215
31082    excepcionar    excepcionar    43
31083    excepto    excepto    511
31084    exceptuación    exceptuacion    45
31085    exceptuar    exceptuar    113
31086    excerta    excerta    26
31087    excesiva    excesiva    93
31088    excesivamente    excesivamente    110
31089    excesivo    excesivo    178
31090    exceso    exceso    468
31091    excipiente    excipiente    153
31092    excisión    excision    101
31093    excitabilidad    excitabilidad    46
31094    excitable    excitable    146
31095    excitación    excitacion    130
31096    excitante    excitante    414
31097    excitar    excitar    474
31098    excitativa    excitativa    37
31099    excitativo    excitativo    15
31100    exclamar    exclamar    346
31101    exclamativa    exclamativa    34
31102    exclamativo    exclamativo    29
31103    exclamatoria    exclamatoria    13
31104    exclamatorio    exclamatorio    10
31105    exclaustrado    exclaustrado    18
31106    excluir    excluir    354
31107    exclusión    exclusion    305
31108    exclusiva    exclusiva    149
31109    exclusivamente    exclusivamente    154
31110    exclusive    exclusive    489
31111    exclusivo    exclusivo    177
31112    excluso    excluso    24
31113    excogitable    excogitable    22
31114    excogitar    excogitar    19
31115    excombatiente    excombatiente    17
31116    excomulgación    excomulgacion    18
31117    excomulgada    excomulgada    19
31118    excomulgado    excomulgado    33
31119    excomulgador    excomulgador    12
31120    excomulgar    excomulgar    76
31121    excomunión    excomunion    34
31122    excomunicacion    excomunicacion    21
31123    excoriación    excoriacion    38
31124    excoriar    excoriar    23
31125    excrecencia    excrecencia    68
31126    excreción    excrecion    40
31127    excrementar    excrementar    50
31128    excrementicia    excrementicia    18
31129    excrementicio    excrementicio    19
31130    excremento    excremento    241
31131    excrementosa    excrementosa    9
31132    excrementoso    excrementoso    16
31133    excreta    excreta    40
31134    excretar    excretar    31
31135    excreto    excreto    22
31136    "excretor, ra or excretorio, ria"    "excretor ra or excretorio ria"    14
31137    excursación    excursacion    91
31138    excursión    excursion    1687
31139    excursionista    excursionista    53
31140    excusa    excusa    456
31141    excusabaraja    excusabaraja    23
31142    excusable    excusable    53
31143    excusadamente    excusadamente    28
31144    excusado    excusado    446
31145    excusador    excusador    34
31146    excusadora    excusadora    17
31147    excusalí    excusali    10
31148    excusar    excusar    169
31149    excusión    excusion    95
31150    execrable    execrable    137
31151    execrablemente    execrablemente    26
31152    execración    execracion    0
31153    execrador    execrador    23
31154    execradora    execradora    28
31155    execrar    execrar    47
31156    execratorio    execratorio    15
31157    exegético    exegetico    36
31158    exegetica    exegetica    30
31159    exención    exencion    199
31160    exenta    exenta    185
31161    exentada    exentada    19
31162    exentado    exentado    18
31163    exentamente    exentamente    19
31164    exentar    exentar    89
31165    exento    exento    392
31166    exequátur    exequatur    98
31167    exequias    exequias    161
31168    exequible    exequible    42
31169    exerción    exercion    74
31170    exergo    exergo    53
31171    exfoliación    exfoliacion    40
31172    exfoliar    exfoliar    35
31173    exfoliativa    exfoliativa    14
31174    exfoliativo    exfoliativo    17
31175    exhalación    exhalacion    43
31176    exhalador    exhalador    23
31177    exhaladora    exhaladora    19
31178    exhalar    exhalar    173
31179    exhalatoria    exhalatoria    23
31180    exhalatorio    exhalatorio    14
31181    exhaución    exhaucion    23
31182    exhausta    exhausta    78
31183    exhaustivo    exhaustivo    136
31184    exhausto    exhausto    148
31185    exheredación    exheredacion    11
31186    exheredar    exheredar    27
31187    exhibición    exhibicion    395
31188    exhibicionismo    exhibicionismo    75
31189    exhibicionista    exhibicionista    96
31190    exhibir    exhibir    463
31191    exhortación    exhortacion    107
31192    exhortador    exhortador    32
31193    exhortadora    exhortadora    30
31194    exhortar    exhortar    371
31195    exhortatoria    exhortatoria    23
31196    exhortatorio    exhortatorio    32
31197    exhorto    exhorto    163
31198    exhumación    exhumacion    53
31199    exhumar    exhumar    123
31200    exigüidad    exiguidad    22
31201    exigencia    exigencia    751
31202    exigente    exigente    1615
31203    exigible    exigible    181
31204    exigir    exigir    4480
31205    exigua    exigua    97
31206    exiguo    exiguo    195
31207    exiliado    exiliado    244
31208    exiliar    exiliar    254
31209    exilio    exilio    497
31210    eximia    eximia    75
31211    eximio    eximio    81
31212    eximir    eximir    347
31213    exinanición    exinanicion    30
31214    exinanida    exinanida    26
31215    exinanido    exinanido    21
31216    existencia    existencia    550
31217    existencialismo    existencialismo    70
31218    existente    existente    345
31219    existimación    existimacion    35
31220    existimar    existimar    31
31221    existir    existir    1350
31222    exitosa    exitosa    633
31223    exitoso    exitoso    740
31224    exoftalmía    exoftalmia    48
31225    exoneración    exoneracion    99
31226    exonerar    exonerar    204
31227    exopilativa    exopilativa    23
31228    exopilativo    exopilativo    15
31229    exorable    exorable    48
31230    exorbitancia    exorbitancia    20
31231    exorbitante    exorbitante    96
31232    exorbitantemente    exorbitantemente    24
31233    exorcismo    exorcismo    56
31234    exorcista    exorcista    65
31235    exorcizante    exorcizante    21
31236    exorcizar    exorcizar    94
31237    exordio    exordio    43
31238    exornación    exornacion    17
31239    exornar    exornar    49
31240    exortación    exortacion    45
31241    exostosis    exostosis    22
31242    exotérico    exoterico    24
31243    exoterica    exoterica    18
31244    exotica    exotica    173
31245    expósito    exposito    64
31246    expandir    expandir    345
31247    expansión    expansion    538
31248    expansibilidad    expansibilidad    73
31249    expansionar    expansionar    66
31250    expansiva    expansiva    53
31251    expansivo    expansivo    72
31252    expanso    expanso    37
31253    expatriación    expatriacion    30
31254    expatriada    expatriada    28
31255    expatriado    expatriado    73
31256    expatriar    expatriar    39
31257    expectable    expectable    110
31258    expectación    expectacion    203
31259    expectativa    expectativa    525
31260    expectoración    expectoracion    93
31261    expectorante    expectorante    91
31262    expectorar    expectorar    59
31263    expedición    expedicion    676
31264    expedicionero    expedicionero    33
31265    expedido    expedido    357
31266    expedidor    expedidor    84
31267    expediente    expediente    1127
31268    expedienteo    expedienteo    34
31269    expedir    expedir    834
31270    expedita    expedita    72
31271    expeditamente    expeditamente    26
31272    expeditiva    expeditiva    38
31273    expeditivo    expeditivo    50
31274    expedito    expedito    84
31275    expeler    expeler    95
31276    expeliente    expeliente    24
31277    expendedor    expendedor    55
31278    expendedora    expendedora    56
31279    expendeduría    expendeduria    26
31280    expender    expender    109
31281    expendio    expendio    73
31282    expensas    expensas    117
31283    experiencia    experiencia    1266
31284    experimentada    experimentada    60
31285    experimentado    experimentado    237
31286    experimentador    experimentador    36
31287    experimentadora    experimentadora    22
31288    experimental    experimental    236
31289    experimentalmente    experimentalmente    18
31290    experimentar    experimentar    1106
31291    experimento    experimento    137
31292    experta    experta    112
31293    expertamente    expertamente    23
31294    experto    experto    380
31295    expiación    expiacion    246
31296    expiar    expiar    172
31297    expiativa    expiativa    18
31298    expiativo    expiativo    11
31299    expiatoria    expiatoria    48
31300    expiatorio    expiatorio    120
31301    explícitamente    explicitamente    58
31302    explícito    explicito    155
31303    explanación    explanacion    119
31304    explanada    explanada    142
31305    explanar    explanar    83
31306    explayamiento    explayamiento    16
31307    explayar    explayar    113
31308    expletiva    expletiva    17
31309    expletivo    expletivo    14
31310    explicable    explicable    90
31311    explicación    explicacion    569
31312    explicadamente    explicadamente    46
31313    explicaderas    explicaderas    11
31314    explicador    explicador    60
31315    explicadora    explicadora    17
31316    explicar    explicar    2843
31317    explicativa    explicativa    36
31318    explicativo    explicativo    68
31319    explicita    explicita    79
31320    exploración    exploracion    195
31321    explorador    explorador    182
31322    exploradora    exploradora    43
31323    explorar    explorar    526
31324    exploratorio    exploratorio    39
31325    explosión    explosion    780
31326    explosiva    explosiva    49
31327    explosivo    explosivo    88
31328    explotable    explotable    55
31329    explotación    explotacion    636
31330    explotar    explotar    984
31331    expoliación    expoliacion    62
31332    expolio    expolio    54
31333    exponencial    exponencial    80
31334    exponente    exponente    231
31335    exponer    exponer    1612
31336    exportación    exportacion    362
31337    exportar    exportar    272
31338    exposición    exposicion    1569
31339    exposita    exposita    23
31340    expositiva    expositiva    0
31341    expositivo    expositivo    90
31342    expositor    expositor    177
31343    expositora    expositora    35
31344    exprés    expres    65
31345    expremijo    expremijo    22
31346    expresa    expresa    223
31347    expresada    expresada    59
31348    expresado    expresado    86
31349    expresamente    expresamente    0
31350    expresar    expresar    871
31351    expresión    expresion    495
31352    expresiva    expresiva    56
31353    expresivamente    expresivamente    16
31354    expresividad    expresividad    36
31355    expresivo    expresivo    115
31356    expreso    expreso    126
31357    exprimida    exprimida    40
31358    exprimidera    exprimidera    16
31359    exprimidero    exprimidero    13
31360    exprimido    exprimido    76
31361    exprimidor    exprimidor    142
31362    exprimir    exprimir    481
31363    expropiación    expropiacion    158
31364    expropiar    expropiar    147
31365    exprovincial    exprovincial    10
31366    expuesta    expuesta    349
31367    expuesto    expuesto    608
31368    expugnable    expugnable    24
31369    expugnación    expugnacion    14
31370    expugnador    expugnador    11
31371    expugnar    expugnar    22
31372    expulsa    expulsa    76
31373    expulsar    expulsar    788
31374    expulsión    expulsion    305
31375    expulsiva    expulsiva    16
31376    expulsivo    expulsivo    19
31377    expulso    expulso    51
31378    expurgación    expurgacion    27
31379    expurgar    expurgar    30
31380    expurgativa    expurgativa    11
31381    expurgativo    expurgativo    12
31382    expurgatorio    expurgatorio    13
31383    expurgo    expurgo    17
31384    exquisita    exquisita    202
31385    exquisitamente    exquisitamente    27
31386    exquisitez    exquisitez    64
31387    exquisito    exquisito    0
31388    extático    extatico    150
31389    extatica    extatica    0
31390    extemporáneamente    extemporaneamente    31
31391    extemporáneo    extemporaneo    73
31392    extemporanea    extemporanea    104
31393    extender    extender    1277
31394    extendida    extendida    329
31395    extendidamente    extendidamente    42
31396    extendido    extendido    318
31397    extendimiento    extendimiento    35
31398    extensa    extensa    285
31399    extensamente    extensamente    62
31400    extensión    extension    1207
31401    extensible    extensible    85
31402    extensiva    extensiva    61
31403    extensivamente    extensivamente    44
31404    extensivo    extensivo    60
31405    extenso    extenso    395
31406    extensor    extensor    52
31407    extensora    extensora    27
31408    extenuación    extenuacion    27
31409    extenuada    extenuada    99
31410    extenuado    extenuado    113
31411    extenuar    extenuar    120
31412    extenuativa    extenuativa    24
31413    extenuativo    extenuativo    27
31414    exterior    exterior    897
31415    exterioridad    exterioridad    59
31416    exteriorizar    exteriorizar    83
31417    exteriormente    exteriormente    35
31418    exterminación    exterminacion    27
31419    exterminador    exterminador    76
31420    exterminadora    exterminadora    29
31421    exterminar    exterminar    93
31422    exterminio    exterminio    83
31423    externa    externa    160
31424    externo    externo    173
31425    extestamento    extestamento    24
31426    extinción    extincion    415
31427    extinguible    extinguible    34
31428    extinguido    extinguido    96
31429    extinguir    extinguir    401
31430    extinta    extinta    51
31431    extinto    extinto    126
31432    extintor    extintor    173
31433    extirpación    extirpacion    69
31434    extirpador    extirpador    28
31435    extirpar    extirpar    264
31436    extorsión    extorsion    0
31437    extorsionar    extorsionar    124
31438    extrínseco    extrinseco    35
31439    extra    extra    2417
31440    extrañamente    extranamente    151
31441    extrañamiento    extranamiento    84
31442    extrañar    extranar    4512
31443    extrañeza    extraneza    255
31444    extraño    extrano    7331
31445    extracción    extraccion    291
31446    extractador    extractador    79
31447    extractar    extractar    133
31448    extractiva    extractiva    77
31449    extractivo    extractivo    45
31450    extracto    extracto    503
31451    extractor    extractor    171
31452    extradición    extradicion    78
31453    extraer    extraer    727
31454    extraescolar    extraescolar    116
31455    extrajudicial    extrajudicial    84
31456    extrajudicialmente    extrajudicialmente    38
31457    extramuros    extramuros    72
31458    extrana    extrana    1973
31459    extranjía    extranjia    25
31460    extranjería    extranjeria    128
31461    extranjera    extranjera    967
31462    extranjerismo    extranjerismo    118
31463    extranjero    extranjero    2987
31464    extraoficial    extraoficial    78
31465    extraordinaria    extraordinaria    231
31466    extraordinariamente    extraordinariamente    65
31467    extraordinario    extraordinario    433
31468    extrapolar    extrapolar    115
31469    extrarradio    extrarradio    64
31470    extrasecular    extrasecular    20
31471    extrasensoria    extrasensoria    35
31472    extrasensorial    extrasensorial    36
31473    extrasensorio    extrasensorio    21
31474    extratémpora    extratempora    23
31475    extraterrestre    extraterrestre    377
31476    extraterritorial    extraterritorial    70
31477    extravío    extravio    360
31478    extravagancia    extravagancia    98
31479    extravagante    extravagante    308
31480    extravagantemente    extravagantemente    35
31481    extravasación    extravasacion    31
31482    extravasarse    extravasarse    60
31483    extravenada    extravenada    28
31484    extravenado    extravenado    28
31485    extravenarse    extravenarse    38
31486    extraviar    extraviar    388
31487    extrema    extrema    150
31488    extremada    extremada    61
31489    extremadamente    extremadamente    300
31490    extremadas    extremadas    38
31491    extremado    extremado    65
31492    extremamente    extremamente    57
31493    extremar    extremar    114
31494    extremaunción    extremauncion    114
31495    extremidad    extremidad    173
31496    extremismo    extremismo    48
31497    extremista    extremista    79
31498    extremo    extremo    741
31499    extremosa    extremosa    48
31500    extremoso    extremoso    57
31501    extrinseca    extrinseca    43
31502    extrovertido    extrovertido    970
31503    extumescencia    extumescencia    26
31504    exuberancia    exuberancia    82
31505    exuberante    exuberante    219
31506    exuberar    exuberar    40
31507    exudación    exudacion    40
31508    exudar    exudar    114
31509    exulceración    exulceracion    30
31510    exulcerar    exulcerar    33
31511    exultación    exultacion    34
31512    exutorio    exutorio    52
31513    exvoto    exvoto    61
31514    eyaculación    eyaculacion    80
31515    eyaculador    eyaculador    33
31516    eyaculadora    eyaculadora    40
31517    eyacular    eyacular    165
31518    eyector    eyector    60
31519    "o por nefas"    "o por nefas"    46
31520    futurologa    futurologa    35
31521    futurología    futurologia    25
31522    futuro    futuro    933
31523    futurista    futurista    52
31524    futurismo    futurismo    44
31525    futura    futura    215
31526    futurólogo    futurologo    36
31527    futilidad    futilidad    68
31528    futileza    futileza    25
31529    futesa    futesa    42
31530    futbolista    futbolista    322
31531    futbolín    futbolin    219
31532    fustoc    fustoc    24
31533    fustina    fustina    19
31534    fustigar    fustigar    224
31535    fustete    fustete    24
31536    fustero    fustero    24
31537    fustera    fustera    33
31538    fuste    fuste    113
31539    fustanero    fustanero    29
