id    source    source_cleaned    popularity
122232    fractionally    fractionally    0
122233    fragmented    fragmented    0
122234    Fran    fran    0
122235    franchisee    franchisee    0
122236    franchising    franchising    0
122237    franchisor    franchisor    0
122238    francium    francium    0
122239    Franco-    franco    0
122240    "franco invoice"    "franco invoice"    0
122241    frangipane    frangipane    0
122242    Frankenstein    frankenstein    0
122243    "franking machine"    "franking machine"    0
122244    frat    frat    0
122245    fraudster    fraudster    0
122246    frayed    frayed    0
122247    FRB    frb    0
122248    FRCM    frcm    0
122249    FRCO    frco    0
122250    FRCP    frcp    0
122251    FRCS    frcs    0
122252    freak-out    freakout    0
122253    "free up"    "free up"    0
122254    -free    free    0
122255    freebase    freebase    0
122256    freebie    freebie    0
122257    free-enterprise    freeenterprise    0
122258    freefall    freefall    0
122259    "free-fire zone"    "freefire zone"    0
122260    free-floating    freefloating    0
122261    Freefone    freefone    0
122262    free-form    freeform    0
122263    freeing    freeing    0
122264    freeload    freeload    0
122265    Freephone    freephone    0
122266    free-ranging    freeranging    0
122267    freesia    freesia    0
122268    free-spirited    freespirited    0
122269    free-standing    freestanding    0
122270    freethinking    freethinking    0
122271    free-trade    freetrade    0
122272    freeze-up    freezeup    0
122273    freightliner    freightliner    0
122274    French-Canadian    frenchcanadian    0
122275    Frenchified    frenchified    0
122276    French-kiss    frenchkiss    0
122277    French-polish    frenchpolish    0
122278    Frenchy    frenchy    0
122279    "fresh-air fiend"    "freshair fiend"    0
122280    freshener    freshener    0
122281    fresh-faced    freshfaced    0
122282    fretsaw    fretsaw    0
122283    Fri.    fri    0
122284    -friendly    friendly    0
122285    Friesian    friesian    0
122286    Friesland    friesland    0
122287    frig    frig    0
122288    "frighten away"    "frighten away"    0
122289    frighteners    frighteners    0
122290    Frisbee    frisbee    0
122291    Frisian    frisian    0
122292    frisson    frisson    0
122293    frogging    frogging    0
122294    frog-march    frogmarch    0
122295    "fromage frais"    "fromage frais"    0
122296    front-end    frontend    0
122297    frontiersman    frontiersman    0
122298    front-line    frontline    0
122299    front-loader    frontloader    0
122300    front-page    frontpage    0
122301    frontward    frontward    0
122302    frontwards    frontwards    0
122303    "front-wheel drive"    "frontwheel drive"    0
122304    frostbelt    frostbelt    0
122305    frostbound    frostbound    0
122306    "frown on"    "frown on"    0
122307    frowsy    frowsy    0
122308    FRS    frs    0
122309    frumpy    frumpy    0
122310    frypan    frypan    0
122311    FSA    fsa    0
122312    FSLIC    fslic    0
122313    F/T    ft    0
122314    FTC    ftc    0
122315    "FTSE 100 Index"    "ftse 100 index"    0
122316    "fuck about"    "fuck about"    0
122317    fuck-up    fuckup    0
122318    fuddled    fuddled    0
122319    fuel-saving    fuelsaving    0
122320    fuggy    fuggy    0
122321    full-beam    fullbeam    0
122322    full-blast    fullblast    0
122323    "full-cream milk"    "fullcream milk"    0
122324    full-dress    fulldress    0
122325    "fuller's earth"    "fullers earth"    0
122326    full-face    fullface    0
122327    full-frontal    fullfrontal    0
122328    full-sized    fullsized    0
122329    full-throated    fullthroated    0
122330    fully-fashioned    fullyfashioned    0
122331    "fully-paid share"    "fullypaid share"    0
122332    functionalism    functionalism    0
122333    functionalist    functionalist    0
122334    fundamentalism    fundamentalism    0
122335    "fund-holding GP"    "fundholding gp"    0
122336    fund-raising    fundraising    0
122337    funerary    funerary    0
122338    fungoid    fungoid    0
122339    furrowed    furrowed    0
122340    furtively    furtively    0
122341    "fuse together"    "fuse together"    0
122342    "fuss about"    "fuss about"    0
122343    "fuss over"    "fuss over"    0
122344    fussbudget    fussbudget    0
122345    fussed    fussed    0
122346    futurist    futurist    0
122347    futurologist    futurologist    0
122348    futurology    futurology    0
122349    fuzzily    fuzzily    0
122350    fwd    fwd    0
122351    f-word    fword    0
122352    fwy    fwy    0
122353    FX    fx    0
122354    GA    ga    0
122355    g.a.    ga    0
122356    gabby    gabby    0
122357    gaberdine    gaberdine    0
122358    gabled    gabled    0
122359    gadgetry    gadgetry    0
122360    gadolinium    gadolinium    0
122361    gadwall    gadwall    0
122362    gal.    gal    0
122363    "Galapagos Islands"    "galapagos islands"    0
122364    Galatians    galatians    0
122365    gale-force    galeforce    0
122366    Galilee    galilee    0
122367    gall.    gall    0
122368    "Gallup poll"    "gallup poll"    0
122369    galoot    galoot    0
122370    galumph    galumph    0
122371    galvanizing    galvanizing    0
122372    "gamble away"    "gamble away"    0
122373    gamebag    gamebag    0
122374    gamecock    gamecock    0
122375    gamesman    gamesman    0
122376    gamesmanship    gamesmanship    0
122377    gamin    gamin    0
122378    gamine    gamine    0
122379    "gang together"    "gang together"    0
122380    gangbang    gangbang    0
122381    gangbanger    gangbanger    0
122382    gangbusters    gangbusters    0
122383    ganger    ganger    0
122384    gangly    gangly    0
122385    gangsterism    gangsterism    0
122386    ganja    ganja    0
122387    GAO    gao    0
122388    gap-toothed    gaptoothed    0
122389    garageman    garageman    0
122390    garaging    garaging    0
122391    Garda    garda    0
122392    garnishing    garnishing    0
122393    Garonne    garonne    0
122394    garotte    garotte    0
122395    garrotte    garrotte    0
122396    garrulously    garrulously    0
122397    garrulousness    garrulousness    0
122398    "gas-cooled reactor"    "gascooled reactor"    0
122399    gasohol    gasohol    0
122400    gasper    gasper    0
122401    gassed    gassed    0
122402    gastro...    gastro    0
122403    gastronome    gastronome    0
122404    "gate-leg table"    "gateleg table"    0
122405    "gather in"    "gather in"    0
122406    gathered    gathered    0
122407    gator    gator    0
122408    gaucheness    gaucheness    0
122409    gaucho    gaucho    0
122410    Gaullist    gaullist    0
122411    gavotte    gavotte    0
122412    Gawd    gawd    0
122413    "Gaza Strip"    "gaza strip"    0
122414    gazebo    gazebo    0
122415    gazpacho    gazpacho    0
122416    gazumping    gazumping    0
122417    gazunder    gazunder    0
122418    GBP    gbp    0
122419    GBS    gbs    0
122420    GCA    gca    0
122421    GCE    gce    0
122422    GCH    gch    0
122423    GDI    gdi    0
122424    gdn    gdn    0
122425    GDR    gdr    0
122426    "gear down"    "gear down"    0
122427    "gear up"    "gear up"    0
122428    gearwheel    gearwheel    0
122429    gecko    gecko    0
122430    GED    ged    0
122431    geddit    geddit    0
122432    geek    geek    0
122433    geeky    geeky    0
122434    geisha    geisha    0
122435    gelt    gelt    0
122436    gendarme    gendarme    0
122437    general-purpose    generalpurpose    0
122438    generating    generating    0
122439    generational    generational    0
122440    "genned up"    "genned up"    0
122441    genocidal    genocidal    0
122442    genome    genome    0
122443    genotype    genotype    0
122444    gentrified    gentrified    0
122445    gentrify    gentrify    0
122446    geo...    geo    0
122447    geochemist    geochemist    0
122448    Geoffrey    geoffrey    0
122449    geographic    geographic    0
122450    geologically    geologically    0
122451    geomagnetism    geomagnetism    0
122452    geomorphic    geomorphic    0
122453    geomorphologic    geomorphologic    0
122454    geomorphological    geomorphological    0
122455    geomorphology    geomorphology    0
122456    geophysicist    geophysicist    0
122457    geopolitical    geopolitical    0
122458    geoscience    geoscience    0
122459    geoscientist    geoscientist    0
122460    geostationary    geostationary    0
122461    geostrategic    geostrategic    0
122462    geostrategy    geostrategy    0
122463    germanium    germanium    0
122464    germanophile    germanophile    0
122465    germanophobe    germanophobe    0
122466    German-speaking    germanspeaking    0
122467    germ-killer    germkiller    0
122468    germproof    germproof    0
122469    gerontocracy    gerontocracy    0
122470    gerontologist    gerontologist    0
122471    Gerry    gerry    0
122472    gerrymandering    gerrymandering    0
122473    gestalt    gestalt    0
122474    Gestapo    gestapo    0
122475    gestate    gestate    0
122476    gestural    gestural    0
122477    "get above"    "get above"    0
122478    "get after"    "get after"    0
122479    "get in on"    "get in on"    0
122480    "get on at"    "get on at"    0
122481    "get on to"    "get on to"    0
122482    "get under"    "get under"    0
122483    get-at-able    getatable    0
122484    getup    getup    0
122485    Ghent    ghent    0
122486    ghetto-blaster    ghettoblaster    0
122487    ghettoization    ghettoization    0
122488    ghost-write    ghostwrite    0
122489    giant-killer    giantkiller    0
122490    giant-killing    giantkilling    0
122491    giant-size    giantsize    0
122492    Gibraltarian    gibraltarian    0
122493    giftwrap    giftwrap    0
122494    giftwrapped    giftwrapped    0
122495    gigawatt    gigawatt    0
122496    GIGO    gigo    0
122497    gilded    gilded    0
122498    Giles    giles    0
122499    gimbal    gimbal    0
122500    gimmickry    gimmickry    0
122501    Ginny    ginny    0
122502    gippo    gippo    0
122503    "gird on"    "gird on"    0
122504    Gironde    gironde    0
122505    "give over to"    "give over to"    0
122506    "give up on"    "give up on"    0
122507    glaciology    glaciology    0
122508    glad-hand    gladhand    0
122509    glamour    glamour    0
122510    "glance away"    "glance away"    0
122511    "glance back"    "glance back"    0
122512    "glance down"    "glance down"    0
122513    "glance round"    "glance round"    0
122514    "glance up"    "glance up"    0
122515    glandes    glandes    0
122516    glasnost    glasnost    0
122517    glassblower    glassblower    0
122518    glassblowing    glassblowing    0
122519    glasscutter    glasscutter    0
122520    GLC    glc    0
122521    gleanings    gleanings    0
122522    glissando    glissando    0
122523    glitch    glitch    0
122524    gloating    gloating    0
122525    glob    glob    0
122526    globalize    globalize    0
122527    glockenspiel    glockenspiel    0
122528    Glos    glos    0
122529    glossily    glossily    0
122530    glottal    glottal    0
122531    Gloucs.    gloucs    0
122532    gloved    gloved    0
122533    glowering    glowering    0
122534    glutamate    glutamate    0
122535    "glutamic acid"    "glutamic acid"    0
122536    gluteal    gluteal    0
122537    glutenous    glutenous    0
122538    gluteus    gluteus    0
122539    glycerol    glycerol    0
122540    glycin    glycin    0
122541    glycol    glycol    0
122542    G-man    gman    0
122543    GMAT    gmat    0
122544    GMB    gmb    0
122545    GM-free    gmfree    0
122546    gms    gms    0
122547    GMWU    gmwu    0
122548    "gnaw away"    "gnaw away"    0
122549    "gnaw off"    "gnaw off"    0
122550    gnocchi    gnocchi    0
122551    gnomic    gnomic    0
122552    GNVQ    gnvq    0
122553    "go around"    "go around"    0
122554    "go back to"    "go back to"    0
122555    "go below"    "go below"    0
122556    "go down as"    "go down as"    0
122557    "go down on"    "go down on"    0
122558    "go down with"    "go down with"    0
122559    "go in with"    "go in with"    0
122560    "go on for"    "go on for"    0
122561    "go out of"    "go out of"    0
122562    "go to"    "go to"    0
122563    "go toward"    "go toward"    0
122564    goalie    goalie    0
122565    goalscorer    goalscorer    0
122566    gobbledegook    gobbledegook    0
122567    "Gobi Desert"    "gobi desert"    0
122568    gobshite    gobshite    0
122569    gobstopper    gobstopper    0
122570    GOC    goc    0
122571    god-botherer    godbotherer    0
122572    goddam    goddam    0
122573    Godfrey    godfrey    0
122574    godparents    godparents    0
122575    -goer    goer    0
122576    goes    goes    0
122577    "go-faster stripes"    "gofaster stripes"    0
122578    gofer    gofer    0
122579    go-getting    gogetting    0
122580    go-go    gogo    0
122581    go-karting    gokarting    0
122582    "Golan Heights"    "golan heights"    0
122583    goldbrick    goldbrick    0
122584    goldcrest    goldcrest    0
122585    goldenrod    goldenrod    0
122586    Goldilocks    goldilocks    0
122587    Golgotha    golgotha    0
122588    Goliath    goliath    0
122589    golliwog    golliwog    0
122590    golosh    golosh    0
122591    Gomorrah    gomorrah    0
122592    gonad    gonad    0
122593    gonorrhoea    gonorrhoea    0
122594    good-humoured    goodhumoured    0
122595    good-humouredly    goodhumouredly    0
122596    "good-time girl"    "goodtime girl"    0
122597    "goof around"    "goof around"    0
122598    Google    google    0
122599    gook    gook    0
122600    GOP    gop    0
122601    gorblimey    gorblimey    0
122602    gouache    gouache    0
122603    "gouge out"    "gouge out"    0
122604    Gov.    gov    0
122605    government-owned    governmentowned    0
122606    Govt.    govt    0
122607    GPA    gpa    0
122608    GPMU    gpmu    0
122609    GPO    gpo    0
122610    gr.    gr    0
122611    grad    grad    0
122612    gradate    gradate    0
122613    "grade down"    "grade down"    0
122614    "grade up"    "grade up"    0
122615    graded    graded    0
122616    grader    grader    0
122617    graffito    graffito    0
122618    "graham flour"    "graham flour"    0
122619    grammaticality    grammaticality    0
122620    grammaticalness    grammaticalness    0
122621    Grammy    grammy    0
122622    Grampian    grampian    0
122623    Granada    granada    0
122624    grandiloquently    grandiloquently    0
122625    grandparents    grandparents    0
122626    grant-aided    grantaided    0
122627    grant-in-aid    grantinaid    0
122628    grant-maintained    grantmaintained    0
122629    granulated    granulated    0
122630    grapeshot    grapeshot    0
122631    grapheme    grapheme    0
122632    graphologist    graphologist    0
122633    "grappling iron"    "grappling iron"    0
122634    "grasp at"    "grasp at"    0
122635    gravelled    gravelled    0
122636    "graving dock"    "graving dock"    0
122637    gravitas    gravitas    0
122638    GRE    gre    0
122639    greaseproof    greaseproof    0
122640    greater    greater    0
122641    greatest    greatest    0
122642    great-great-grandfather    greatgreatgrandfather    0
122643    great-great-grandparents    greatgreatgrandparents    0
122644    great-great-grandson    greatgreatgrandson    0
122645    greedy-guts    greedyguts    0
122646    Greek-Cypriot    greekcypriot    0
122647    Greenlandic    greenlandic    0
122648    greenstuff    greenstuff    0
122649    "green-wellie brigade"    "greenwellie brigade"    0
122650    Greg    greg    0
122651    Gregory    gregory    0
122652    Grenadian    grenadian    0
122653    greybeard    greybeard    0
122654    grey-haired    greyhaired    0
122655    greying    greying    0
122656    greyish    greyish    0
122657    greyness    greyness    0
122658    gridlocked    gridlocked    0
122659    grieved    grieved    0
122660    grifter    grifter    0
122661    grilled    grilled    0
122662    "grind away"    "grind away"    0
122663    "grind up"    "grind up"    0
122664    grindingly    grindingly    0
122665    groats    groats    0
122666    grooved    grooved    0
122667    "gross out"    "gross out"    0
122668    "gross up"    "gross up"    0
122669    grouchiness    grouchiness    0
122670    groundbait    groundbait    0
122671    groundkeeper    groundkeeper    0
122672    groundskeeper    groundskeeper    0
122673    groundspeed    groundspeed    0
122674    ground-to-air    groundtoair    0
122675    ground-to-ground    groundtoground    0
122676    groundwater    groundwater    0
122677    grouper    grouper    0
122678    grouting    grouting    0
122679    grovelling    grovelling    0
122680    "grow away from"    "grow away from"    0
122681    "grow from"    "grow from"    0
122682    "grow in"    "grow in"    0
122683    "grow into"    "grow into"    0
122684    "grow on"    "grow on"    0
122685    "grow out"    "grow out"    0
122686    "grow together"    "grow together"    0
122687    growbag    growbag    0
122688    groyne    groyne    0
122689    GRSM    grsm    0
122690    GRT    grt    0
122691    "grub up"    "grub up"    0
122692    grubbiness    grubbiness    0
122693    gruelling    gruelling    0
122694    gruppetto    gruppetto    0
122695    "gr. wt."    "gr wt"    0
122696    gryphon    gryphon    0
122697    GS    gs    0
122698    GSA    gsa    0
122699    GSOH    gsoh    0
122700    G-string    gstring    0
122701    GSUSA    gsusa    0
122702    GT    gt    0
122703    GTi    gti    0
122704    GU    gu    0
122705    guacamole    guacamole    0
122706    Guam    guam    0
122707    Guayana    guayana    0
122708    gubbins    gubbins    0
122709    Guernsey    guernsey    0
122710    "guide through"    "guide through"    0
122711    guidepost    guidepost    0
122712    guildhall    guildhall    0
122713    Guinevere    guinevere    0
122714    Gujarati    gujarati    0
122715    gumboil    gumboil    0
122716    gumboots    gumboots    0
122717    gumtree    gumtree    0
122718    guncotton    guncotton    0
122719    gunmetal    gunmetal    0
122720    gunny    gunny    0
122721    gun-shy    gunshy    0
122722    gunslinger    gunslinger    0
122723    guppy    guppy    0
122724    Gurkha    gurkha    0
122725    gurney    gurney    0
122726    Gus    gus    0
122727    guttering    guttering    0
122728    guttersnipe    guttersnipe    0
122729    guv    guv    0
122730    guv'nor    guvnor    0
122731    gymslip    gymslip    0
122732    gynaecological    gynaecological    0
122733    gynaecologist    gynaecologist    0
122734    gynaecology    gynaecology    0
122735    gyro...    gyro    0
122736    h.    h    0
122737    habitability    habitability    0
122738    habit-forming    habitforming    0
122739    hacienda    hacienda    0
122740    "hack around"    "hack around"    0
122741    hackery    hackery    0
122742    hackette    hackette    0
122743    hacking    hacking    0
122744    hackwork    hackwork    0
122745    haematological    haematological    0
122746    haematologist    haematologist    0
122747    haematology    haematology    0
122748    haematoma    haematoma    0
122749    haemophilia    haemophilia    0
122750    haemophiliac    haemophiliac    0
122751    hafnium    hafnium    0
122752    "haggle down"    "haggle down"    0
122753    haggling    haggling    0
122754    hag-ridden    hagridden    0
122755    "hail down"    "hail down"    0
122756    hail-fellow-well-met    hailfellowwellmet    0
122757    hairball    hairball    0
122758    haircream    haircream    0
122759    hairdrier    hairdrier    0
122760    hair-grip    hairgrip    0
122761    hair-splitting    hairsplitting    0
122762    hairspring    hairspring    0
122763    hair-trigger    hairtrigger    0
122764    halal    halal    0
122765    half-a-crown    halfacrown    0
122766    half-and-half    halfandhalf    0
122767    half-assed    halfassed    0
122768    "half board"    "half board"    0
122769    half-bred    halfbred    0
122770    half-century    halfcentury    0
122771    half-circle    halfcircle    0
122772    half-closed    halfclosed    0
122773    half-cocked    halfcocked    0
122774    half-cup    halfcup    0
122775    half-day    halfday    0
122776    half-dead    halfdead    0
122777    half-dozen    halfdozen    0
122778    half-dressed    halfdressed    0
122779    half-educated    halfeducated    0
122780    half-empty    halfempty    0
122781    half-forgotten    halfforgotten    0
122782    half-frozen    halffrozen    0
122783    half-heartedness    halfheartedness    0
122784    half-holiday    halfholiday    0
122785    half-hour    halfhour    0
122786    half-inch    halfinch    0
122787    half-length    halflength    0
122788    half-light    halflight    0
122789    half-measures    halfmeasures    0
122790    half-monthly    halfmonthly    0
122791    half-naked    halfnaked    0
122792    half-panelled    halfpanelled    0
122793    half-pay    halfpay    0
122794    half-pint    halfpint    0
122795    half-price    halfprice    0
122796    "half-seas over"    "halfseas over"    0
122797    half-serious    halfserious    0
122798    half-sized    halfsized    0
122799    half-timbered    halftimbered    0
122800    half-track    halftrack    0
122801    half-volley    halfvolley    0
122802    half-witted    halfwitted    0
122803    half-year    halfyear    0
122804    hallucinosis    hallucinosis    0
122805    halogenous    halogenous    0
122806    halter-neck    halterneck    0
122807    "ham up"    "ham up"    0
122808    Hamitic    hamitic    0
122809    "hammer down"    "hammer down"    0
122810    "hammer in"    "hammer in"    0
122811    "hammer together"    "hammer together"    0
122812    hammertoe    hammertoe    0
122813    hammy    hammy    0
122814    "hand around"    "hand around"    0
122815    "hand off"    "hand off"    0
122816    "hand up"    "hand up"    0
122817    handbasin    handbasin    0
122818    "h. & c."    "h  c"    0
122819    handclasp    handclasp    0
122820    handcream    handcream    0
122821    -handed    handed    0
122822    -hander    hander    0
122823    handgrip    handgrip    0
122824    hand-knitted    handknitted    0
122825    handlebar    handlebar    0
122826    -handled    handled    0
122827    handler    handler    0
122828    hand-rear    handrear    0
122829    hand-wash    handwash    0
122830    hand-woven    handwoven    0
122831    "hang about"    "hang about"    0
122832    "hang round"    "hang round"    0
122833    hang-glide    hangglide    0
122834    Hansard    hansard    0
122835    Hanseatic    hanseatic    0
122836    hansom    hansom    0
122837    Hants    hants    0
122838    Hanukkah    hanukkah    0
122839    ha'penny    hapenny    0
122840    "happen along"    "happen along"    0
122841    "happen on"    "happen on"    0
122842    happenstance    happenstance    0
122843    hard-cover    hardcover    0
122844    hard-drinking    harddrinking    0
122845    hard-edged    hardedged    0
122846    hard-hit    hardhit    0
122847    hard-line    hardline    0
122848    hard-liner    hardliner    0
122849    "hard-luck story"    "hardluck story"    0
122850    hard-nosed    hardnosed    0
122851    "hark back to"    "hark back to"    0
122852    "Harley Street"    "harley street"    0
122853    harmonium    harmonium    0
122854    "harp on"    "harp on"    0
122855    harpsichordist    harpsichordist    0
122856    harquebus    harquebus    0
122857    harried    harried    0
122858    "Harris Tweed"    "harris tweed"    0
122859    harvesting    harvesting    0
122860    Hassidic    hassidic    0
122861    hast    hast    0
122862    "hasten away"    "hasten away"    0
122863    "hasten back"    "hasten back"    0
122864    "hasten on"    "hasten on"    0
122865    hatband    hatband    0
122866    hatbox    hatbox    0
122867    "hat-check girl"    "hatcheck girl"    0
122868    hatchery    hatchery    0
122869    hatless    hatless    0
122870    "haul down"    "haul down"    0
122871    "haul in"    "haul in"    0
122872    "haul up"    "haul up"    0
122873    hauler    hauler    0
122874    hauntingly    hauntingly    0
122875    "haute couture"    "haute couture"    0
122876    "haute cuisine"    "haute cuisine"    0
122877    hauteur    hauteur    0
122878    "have around"    "have around"    0
122879    "have back"    "have back"    0
122880    "have over"    "have over"    0
122881    "have round"    "have round"    0
122882    "have-a-go hero"    "haveago hero"    0
122883    have-nots    havenots    0
122884    haves    haves    0
122885    haymaker    haymaker    0
122886    haymaking    haymaking    0
122887    hazelwood    hazelwood    0
122888    hazing    hazing    0
122889    HC    hc    0
122890    HCF    hcf    0
122891    HDD    hdd    0
122892    HDTV    hdtv    0
122893    "head back"    "head back"    0
122894    "head down"    "head down"    0
122895    "head out"    "head out"    0
122896    "head up"    "head up"    0
122897    headcount    headcount    0
122898    header-block    headerblock    0
122899    headguard    headguard    0
122900    headhunt    headhunt    0
122901    headhunter    headhunter    0
122902    headhunting    headhunting    0
122903    headquarter    headquarter    0
122904    head-shrinker    headshrinker    0
122905    headsquare    headsquare    0
122906    headstand    headstand    0
122907    head-to-head    headtohead    0
122908    headword    headword    0
122909    "heap up"    "heap up"    0
122910    heaps    heaps    0
122911    "hear out"    "hear out"    0
122912    hearing-assisted    hearingassisted    0
122913    -hearted    hearted    0
122914    "heart-lung machine"    "heartlung machine"    0
122915    heartrending    heartrending    0
122916    heart-shaped    heartshaped    0
122917    heartthrob    heartthrob    0
122918    heathenism    heathenism    0
122919    "Heath Robinson"    "heath robinson"    0
122920    heat-seeking    heatseeking    0
122921    heat-sensitive    heatsensitive    0
122922    "heave up"    "heave up"    0
122923    heave-ho    heaveho    0
122924    heavenwards    heavenwards    0
122925    heavy-laden    heavyladen    0
122926    heavy-set    heavyset    0
122927    Hebe    hebe    0
122928    he-bear    hebear    0
122929    Hebraic    hebraic    0
122930    hectogram    hectogram    0
122931    hectogramme    hectogramme    0
122932    hectolitre    hectolitre    0
122933    "hedge about"    "hedge about"    0
122934    "hedge around"    "hedge around"    0
122935    "hedge in"    "hedge in"    0
122936    "hedge off"    "hedge off"    0
122937    hedgehop    hedgehop    0
122938    hedging    hedging    0
122939    hedonist    hedonist    0
122940    heehaw    heehaw    0
122941    heft    heft    0
122942    he-goat    hegoat    0
122943    heid    heid    0
122944    heigh    heigh    0
122945    heigh-ho    heighho    0
122946    Helen    helen    0
122947    helices    helices    0
122948    hellacious    hellacious    0
122949    hellcat    hellcat    0
122950    Hellene    hellene    0
122951    Hellespont    hellespont    0
122952    helmswoman    helmswoman    0
122953    "help along"    "help along"    0
122954    hematological    hematological    0
122955    hematologist    hematologist    0
122956    hematology    hematology    0
122957    hematoma    hematoma    0
122958    hemo...    hemo    0
122959    henceforwards    henceforwards    0
122960    hennaed    hennaed    0
122961    heptameter    heptameter    0
122962    Heracles    heracles    0
122963    Heraclitus    heraclitus    0
122964    herbalism    herbalism    0
122965    herculean    herculean    0
122966    Hercules    hercules    0
122967    "herd together"    "herd together"    0
122968    herd-book    herdbook    0
122969    hereditaments    hereditaments    0
122970    hermeticism    hermeticism    0
122971    Herts    herts    0
122972    het    het    0
122973    hetero    hetero    0
122974    heterosexism    heterosexism    0
122975    heterosexuality    heterosexuality    0
122976    heuristic    heuristic    0
122977    "hew down"    "hew down"    0
122978    "hew out"    "hew out"    0
122979    hewn    hewn    0
122980    hex    hex    0
122981    hexadecimal    hexadecimal    0
122982    hexagram    hexagram    0
122983    Hezbollah    hezbollah    0
122984    HF    hf    0
122985    hg    hg    0
122986    HH    hh    0
122987    HHS    hhs    0
122988    Hibernia    hibernia    0
122989    hic    hic    0
122990    "hide away"    "hide away"    0
122991    "hide out"    "hide out"    0
122992    hideaway    hideaway    0
122993    hideout    hideout    0
122994    hierarchic    hierarchic    0
122995    hifalutin'    hifalutin    0
122996    highborn    highborn    0
122997    highboy    highboy    0
122998    high-calibre    highcalibre    0
122999    high-class    highclass    0
123000    high-definition    highdefinition    0
123001    high-density    highdensity    0
123002    high-energy    highenergy    0
123003    highest    highest    0
123004    high-explosive    highexplosive    0
123005    high-fibre    highfibre    0
123006    high-fidelity    highfidelity    0
123007    high-flown    highflown    0
123008    high-handedly    highhandedly    0
123009    high-hat    highhat    0
123010    high-intensity    highintensity    0
123011    highjack    highjack    0
123012    highly-charged    highlycharged    0
123013    high-mindedness    highmindedness    0
123014    high-necked    highnecked    0
123015    high-principled    highprincipled    0
123016    high-protein    highprotein    0
123017    high-quality    highquality    0
123018    high-ranking    highranking    0
123019    high-sounding    highsounding    0
123020    high-spending    highspending    0
123021    high-tension    hightension    0
123022    HIH    hih    0
123023    hillfort    hillfort    0
123024    hilliness    hilliness    0
123025    hindmost    hindmost    0
123026    Hindustan    hindustan    0
123027    hipbone    hipbone    0
123028    hipped    hipped    0
123029    hippie    hippie    0
123030    Hippocrates    hippocrates    0
123031    Hippocratic    hippocratic    0
123032    Hippolytus    hippolytus    0
123033    hipster    hipster    0
123034    hispanicism    hispanicism    0
123035    hispanicist    hispanicist    0
123036    hispanicize    hispanicize    0
123037    Hispanism    hispanism    0
123038    Hispano...    hispano    0
123039    hispanophobe    hispanophobe    0
123040    historicism    historicism    0
123041    historicist    historicist    0
123042    hit-and-miss    hitandmiss    0
123043    Hitlerian    hitlerian    0
123044    hitman    hitman    0
123045    Hittite    hittite    0
123046    Hizbollah    hizbollah    0
123047    HK    hk    0
123048    hl    hl    0
123049    HM    hm    0
123050    HMI    hmi    0
123051    HMO    hmo    0
123052    HMSO    hmso    0
123053    hoaxer    hoaxer    0
123054    hobbyist    hobbyist    0
123055    "Hobson's choice"    "hobsons choice"    0
123056    "ho hum"    "ho hum"    0
123057    hokey-cokey    hokeycokey    0
123058    hokum    hokum    0
123059    "hold out on"    "hold out on"    0
123060    "hold to"    "hold to"    0
123061    holdout    holdout    0
123062    holdup    holdup    0
123063    hole-and-corner    holeandcorner    0
123064    hole-in-the-wall    holeinthewall    0
123065    holey    holey    0
123066    holiday-maker    holidaymaker    0
123067    holier-than-thou    holierthanthou    0
123068    hollandaise    hollandaise    0
123069    hollow-cheeked    hollowcheeked    0
123070    Hollywood    hollywood    0
123071    holmium    holmium    0
123072    "holm oak"    "holm oak"    0
123073    holography    holography    0
123074    hols    hols    0
123075    homburg    homburg    0
123076    home-baked    homebaked    0
123077    homebody    homebody    0
123078    home-brewed    homebrewed    0
123079    homegirl    homegirl    0
123080    homelessness    homelessness    0
123081    home-lover    homelover    0
123082    home-loving    homeloving    0
123083    home-maker    homemaker    0
123084    homeworking    homeworking    0
123085    homey    homey    0
123086    hominid    hominid    0
123087    homoeopath    homoeopath    0
123088    homophobe    homophobe    0
123089    homophonic    homophonic    0
123090    Hon.    hon    0
123091    honest-to-God    honesttogod    0
123092    honest-to-goodness    honesttogoodness    0
123093    honey-blonde    honeyblonde    0
123094    honeybun    honeybun    0
123095    "honeydew melon"    "honeydew melon"    0
123096    honeyfuggle    honeyfuggle    0
123097    honeypot    honeypot    0
123098    honkie    honkie    0
123099    honky-tonk    honkytonk    0
123100    Honolulu    honolulu    0
123101    honorific    honorific    0
123102    honourably    honourably    0
123103    Hons.    hons    0
123104    "Hon. Sec."    "hon sec"    0
123105    hooded    hooded    0
123106    hoodoo    hoodoo    0
123107    hooey    hooey    0
123108    hoofer    hoofer    0
123109    "hook on"    "hook on"    0
123110    hookah    hookah    0
123111    hookey    hookey    0
123112    hook-up    hookup    0
123113    hoopoe    hoopoe    0
123114    hoover    hoover    0
123115    "hop along"    "hop along"    0
123116    "hop on"    "hop on"    0
123117    "hop out"    "hop out"    0
123118    "hop over to"    "hop over to"    0
123119    hoped-for    hopedfor    0
123120    hopelessness    hopelessness    0
123121    "horn in"    "horn in"    0
123122    -horned    horned    0
123123    horrifyingly    horrifyingly    0
123124    horror-struck    horrorstruck    0
123125    "hors de combat"    "hors de combat"    0
123126    "hors d'oeuvres"    "hors doeuvres"    0
123127    "horse about"    "horse about"    0
123128    horseflesh    horseflesh    0
123129    horseshit    horseshit    0
123130    "hose out"    "hose out"    0
